app_name,year,recommendations
Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,2014,1
Pac-Man Championship Edition DX+: Pac is Back Skin,2015,1
PAC-MAN MUSEUM™,2015,2
Idle Civilization,2015,2
The Testament of Sherlock Holmes,2015,4
The Testament of Sherlock Holmes,2014,2
Soul Gambler,2015,1
Rugby League Live 3 Demo,2014,2
Rugby League Live 3 Demo,2015,2
Battle Chess: Game of Kings™,2014,2
Paper Sorcerer,2014,2
Kung Fu Strike - The Warrior's Rise,2015,2
Kung Fu Strike - The Warrior's Rise,2014,1
Gish,2013,2
Mortal Kombat: Legacy II,2015,2
Grave Prosperity: Redux- part 1,2015,2
Legend of Grimrock 2,2015,2
Reveal The Deep,2015,2
Depth - Corsair Knife Skin,2015,2
Pandora: First Contact,2015,2
TorqueL prototype,2014,1
Master Spy,2015,4
Crayon Physics Deluxe,2011,2
NyxQuest: Kindred Spirits,2011,2
BossConstructor,2015,2
Need for Speed: Shift,2015,2
MXGP - The Official Motocross Videogame,2015,2
You Are Not The Hero,2015,2
Driftmoon,2014,2
Outland,2014,2
Dungeon Siege III,2012,2
Dungeon Siege III,2013,2
Tales of Aravorn: Seasons Of The Wolf,2015,2
Age of Empires II HD: The African Kingdoms,2015,2
CastleStorm,2014,2
Galagan's Island: Reprymian Rising,2015,1
They Breathe,2014,2
TY the Tasmanian Tiger 4,2015,2
Meridian: New World,2014,2
The Last Door - Collector's Edition,2015,2
Naval Warfare,2013,2
Painkiller Redemption,2013,2
Star Swarm Stress Test,2014,2
Jack Keane,2014,2
"It came from space, and ate our brains",2015,2
Grey Cubes,2015,2
HIT,2015,2
Manhunt,2014,2
Eternal Silence,2014,2
Castaway Paradise - Town Building Sim,2015,2
MASSIVE CHALICE,2015,1
Windosill,2014,2
Amnesia™: Memories,2015,2
Another World – 20th Anniversary Edition,2014,2
Castlevania: Lords of Shadow – Ultimate Edition,2013,2
eXceed 3rd - Jade Penetrate Black Package,2013,2
"Precipice of Darkness, Episode Two",2012,2
Greed Corp,2011,2
Westward Collection,2012,2
Intake,2015,1
Z,2014,4
Continent of the Ninth Seal,2014,2
BEARZERKERS,2015,2
"Warhammer 40,000: Kill Team",2014,2
Darkstar One,2015,2
My Paper Boat,2015,2
Albino Lullaby: Episode 1,2015,2
Gems of War - Puzzle RPG,2014,4
Subspace Continuum,2015,2
Wurm Unlimited,2015,2
Middle-earth: Shadow of Mordor - Power of Shadow,2014,2
Armed with Wings: Rearmed,2015,2
Death Skid Marks,2015,2
Fractured Soul,2015,2
Max: The Curse of Brotherhood,2014,2
Alpha Prime,2015,2
Republique,2015,2
MIND: Path to Thalamus Enhanced Edition,2015,2
Rugby Union Team Manager 2015,2014,2
King's Bounty: The Legend,2010,2
Boston Lockdown Campaign Book pdf,2015,2
Wanderlust Adventures,2015,2
Project Nimbus,2014,2
Final Rush,2014,4
Empire: Total War™ - Elite Units of the West,2015,2
Of Orcs And Men,2013,2
Trials 2: Second Edition,2012,2
Freddi Fish and The Case of the Missing Kelp Seeds,2014,1
"Spy Fox in ""Dry Cereal""",2015,1
Hamilton's Great Adventure,2013,2
Sengoku,2011,2
Europa Universalis III Complete,2011,2
Europa Universalis III Complete,2012,2
Continue?9876543210,2014,2
MacGuffin's Curse,2015,2
Contraption Maker,2015,4
Contraption Maker,2014,2
Train Simulator: DB BR232 Loco Add-On,2015,2
Sniper Elite 3 Season Pass,2015,2
Bloodline Champions,2015,2
Commando Jack,2015,2
LEGO® Jurassic World,2015,2
Delta Force 2,2015,2
Retro/Grade,2014,2
Heroes of Might & Magic V,2015,2
Volo Airsport,2014,2
Color Symphony,2014,4
Cinders,2015,2
Cosmo's Cosmic Adventure,2015,2
The Blue Flamingo,2014,2
Zenzizenzic,2015,2
Traverser,2015,2
Nihilumbra,2014,2
MISSING: An Interactive Thriller - Episode One,2015,2
BIT.TRIP BEAT,2013,2
The Novelist,2014,2
The Raven - Legacy of a Master Thief,2013,2
PAYDAY 2: Gage Sniper Pack,2015,2
Battle of Empires : 1914-1918 - Russian Empire,2015,2
Call of Duty: Black Ops - Mac Edition,2015,2
Call of Duty: Black Ops - Mac Edition,2013,2
Call of Duty: Black Ops - Mac Edition,2014,2
Albedo: Eyes from Outer Space,2015,2
Immortal Defense,2015,2
8BitBoy™,2015,2
WARMACHINE: Tactics,2014,2
Axis Game Factory's AGFPRO - Voxel Sculpt DLC,2015,2
Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,2015,2
Axis Game Factory's AGFPRO - Drone Kombat FPS Multiplayer,2015,2
Axis Game Factory's AGFPRO v3,2015,2
Axis Game Factory's AGFPRO Zombie FPS Player DLC,2015,2
Axis Game Factory's AGFPRO Fantasy Side-Scroller Player,2015,2
AGFPPROV3 Premium,2015,2
Tomb Raider: Anniversary,2015,2
Toy Soldiers,2012,2
Chronology,2015,2
Silent Hunter®: Wolves of the Pacific,2014,2
Truck Racer,2014,2
Sword of the Samurai,2014,2
3079 -- Block Action RPG,2014,4
Awesomenauts - Wraithlord Scoop Announcer,2015,2
Borderlands 2 Season Pass,2015,2
Professional Farmer 2014,2014,1
Scania Truck Driving Simulator,2014,1
Aerofly FS 1 Flight Simulator,2014,2
David.,2015,2
Hitman 2: Silent Assassin,2015,2
Hitman 2: Silent Assassin,2013,1
Endless Legend™ - Guardians,2015,2
Rayman® Legends,2013,2
Nimble Quest,2014,2
Saints Row IV - The Super Saints Pack,2015,2
Metal Drift,2013,2
Boo Bunny Plague,2014,2
Tomb Raider: Legend,2012,2
Tomb Raider: Legend,2014,2
Marauder,2014,2
Tengami,2015,2
Cosmochoria,2014,2
The Cave,2013,2
F1 2012™,2013,2
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC10 Reanimation-Before Death Pack,2014,2
Impossible Creatures Steam Edition,2015,2
Noir Syndrome,2014,2
Euro Fishing,2015,2
Waking Mars,2014,2
Zombie Driver HD,2014,2
Zombie Driver HD,2015,2
Battlepaths,2014,1
Serious Sam Classic: The First Encounter,2014,2
Capsized,2013,2
Fortix,2013,2
Ultionus: A Tale of Petty Revenge,2014,2
Kung Fu Strike: The Warrior's Rise - Master Level,2014,1
GoD Factory: Wingmen,2015,2
Worms,2014,1
Magicka: Wizards of the Square Tablet,2015,1
The Fall of the Dungeon Guardians - Enhanced Edition,2015,2
Legends of Aethereus,2014,1
Poöf,2014,2
Chariot,2014,2
RollerCoaster Tycoon® 2: Triple Thrill Pack,2014,2
DreadOut,2015,2
Battle for Blood - Epic battles within 30 seconds!,2015,2
Kings of Kung Fu,2014,1
Saints Row: The Third - Gangstas in Space,2015,1
Dungeon-Party,2013,1
Castle In The Darkness,2015,2
Scourge: Outbreak,2014,2
Soccer Manager 2015,2015,2
CoH 2 - US Forces Commander: Rifle Company,2015,2
The Deer,2015,1
Winter Sports Trilogy Super Pack,2015,1
Obscure II (Obscure: The Aftermath),2014,2
Spirits,2014,2
Borderlands 2: Assassin Supremacy Pack,2014,2
Saints Row IV: Inauguration Station,2014,2
Critter Crunch,2014,2
Sneaky Sneaky,2015,1
Euro Truck Simulator 2 - Christmas Paint Jobs Pack,2014,2
The Detail,2015,2
Untamed: Life Of A Cougar,2015,2
Shelter 2 Soundtrack,2015,1
Dropsy,2015,2
Crystal Caves,2015,2
Word Rescue,2015,2
Hocus Pocus,2015,2
Golden Rush,2015,2
Immune - True Survival,2015,2
Cosmic Rocket Defender,2015,2
Scott in Space,2015,2
Pongo,2015,2
Millie,2015,1
Aero's Quest,2015,2
The Howler,2015,2
Asteria,2015,2
